,series_id,night,onset,wakeup,sleep_hours
736,25e2b3dd9c3b,16,21,7,10
737,25e2b3dd9c3b,17,21,7,10
738,25e2b3dd9c3b,19,22,8,10
739,25e2b3dd9c3b,20,23,9,10
740,25e2b3dd9c3b,21,23,10,11
741,25e2b3dd9c3b,22,23,10,11
742,25e2b3dd9c3b,23,23,9,10
743,25e2b3dd9c3b,24,22,11,13
744,25e2b3dd9c3b,25,1,10,9
745,25e2b3dd9c3b,26,22,6,8
746,25e2b3dd9c3b,27,22,6,8
747,25e2b3dd9c3b,28,21,6,9
748,25e2b3dd9c3b,29,23,10,11
749,25e2b3dd9c3b,30,0,9,9
750,25e2b3dd9c3b,31,22,6,8
751,25e2b3dd9c3b,32,21,6,9
752,25e2b3dd9c3b,33,21,6,9
753,25e2b3dd9c3b,34,21,6,9
754,25e2b3dd9c3b,36,22,8,10
755,2654a87be968,1,20,6,10
756,2654a87be968,2,21,7,10
757,2654a87be968,3,21,7,10
758,2654a87be968,4,23,7,8
759,2654a87be968,5,1,7,6
760,2654a87be968,6,3,10,7
761,2654a87be968,7,3,6,3
762,2654a87be968,8,22,2,4
763,27f09a6a858f,1,23,11,12
764,27f09a6a858f,3,1,9,8
765,27f09a6a858f,4,1,10,9
766,27f09a6a858f,5,1,8,7
767,27f09a6a858f,6,23,10,11
768,27f09a6a858f,7,1,10,9
769,27f09a6a858f,8,1,11,10
770,27f09a6a858f,9,1,10,9
771,27f09a6a858f,10,1,6,5
772,27f09a6a858f,11,2,7,5
773,27f09a6a858f,12,6,9,3
774,27f09a6a858f,13,0,12,12
775,27f09a6a858f,14,1,11,10
776,27f09a6a858f,15,1,11,10
777,27f09a6a858f,16,23,9,10
778,27f09a6a858f,17,22,3,5
779,27f09a6a858f,18,0,9,9
780,27f09a6a858f,19,0,9,9
781,27f09a6a858f,20,23,7,8
782,27f09a6a858f,21,0,10,10
783,27f09a6a858f,22,0,8,8
784,280e08693c6d,1,20,6,10
785,280e08693c6d,2,20,6,10
786,280e08693c6d,4,23,6,7
787,280e08693c6d,5,0,9,9
788,280e08693c6d,7,21,7,10
789,280e08693c6d,10,22,7,9
790,280e08693c6d,11,0,9,9
791,280e08693c6d,12,22,9,11
792,280e08693c6d,14,21,6,9
793,280e08693c6d,15,21,6,9
794,280e08693c6d,17,21,6,9
795,280e08693c6d,18,23,7,8
796,280e08693c6d,19,0,7,7
797,280e08693c6d,20,20,7,11
798,280e08693c6d,21,20,5,9
799,280e08693c6d,26,0,9,9
800,280e08693c6d,27,20,6,10
801,280e08693c6d,29,21,7,10
802,280e08693c6d,31,20,7,11
803,280e08693c6d,32,3,9,6
804,280e08693c6d,35,20,7,11
805,292a75c0b94e,1,23,5,6
806,292a75c0b94e,5,21,5,8
807,292a75c0b94e,6,21,6,9
808,292a75c0b94e,7,20,5,9
809,292a75c0b94e,10,1,9,8
810,292a75c0b94e,11,20,5,9
811,292a75c0b94e,12,21,6,9
812,292a75c0b94e,14,20,6,10
813,292a75c0b94e,15,22,7,9
814,292a75c0b94e,16,0,7,7
815,292a75c0b94e,17,22,7,9
816,292a75c0b94e,18,22,6,8
817,292a75c0b94e,19,21,6,9
818,292a75c0b94e,20,22,5,7
819,292a75c0b94e,21,21,5,8
820,292a75c0b94e,22,21,6,9
821,292a75c0b94e,23,23,6,7
822,292a75c0b94e,27,21,5,8
823,292a75c0b94e,28,21,6,9
824,292a75c0b94e,29,21,6,9
825,292a75c0b94e,30,23,8,9
826,292a75c0b94e,31,2,10,8
827,292a75c0b94e,32,22,6,8
828,29c75c018220,1,23,7,8
829,29c75c018220,2,23,7,8
830,29c75c018220,3,23,6,7
831,29c75c018220,4,0,7,7
832,29c75c018220,5,0,8,8
833,29c75c018220,6,21,6,9
834,29c75c018220,7,0,7,7
835,29c75c018220,8,23,7,8
836,29c75c018220,9,0,6,6
837,29c75c018220,10,22,7,9
838,29c75c018220,11,1,6,5
839,29c75c018220,12,0,7,7
840,29c75c018220,13,23,7,8
841,29c75c018220,14,22,7,9
842,29c75c018220,15,1,7,6
843,29c75c018220,16,22,6,8
844,29c75c018220,17,1,6,5
845,29c75c018220,18,1,6,5
846,29c75c018220,19,0,7,7
847,29c75c018220,20,22,7,9
848,29c75c018220,21,23,7,8
849,29c75c018220,22,23,7,8
850,29c75c018220,23,2,7,5
851,29c75c018220,24,23,7,8
852,29c75c018220,25,23,7,8
853,29c75c018220,26,23,7,8
854,29d3469bd15d,1,21,6,9
855,29d3469bd15d,2,22,5,7
856,29d3469bd15d,5,21,6,9
857,29d3469bd15d,6,22,6,8
858,29d3469bd15d,7,22,6,8
859,29d3469bd15d,14,22,6,8
860,29d3469bd15d,15,22,7,9
861,29d3469bd15d,16,23,8,9
862,29d3469bd15d,17,23,6,7
863,29d3469bd15d,18,22,6,8
864,29d3469bd15d,19,22,6,8
865,29d3469bd15d,20,22,6,8
866,29d3469bd15d,21,22,6,8
867,29d3469bd15d,22,22,6,8
868,29d3469bd15d,23,22,7,9
869,2b0a1fa8eba8,1,22,6,8
870,2b0a1fa8eba8,2,20,7,11
871,2b0a1fa8eba8,3,21,7,10
872,2b0a1fa8eba8,4,20,5,9
873,2b0a1fa8eba8,5,2,8,6
874,2b0a1fa8eba8,6,21,7,10
875,2b0a1fa8eba8,7,21,7,10
876,2b0a1fa8eba8,8,21,6,9
877,2b0a1fa8eba8,9,21,7,10
878,2b0a1fa8eba8,10,20,4,8
879,2b0a1fa8eba8,11,21,6,9
880,2b0a1fa8eba8,12,23,6,7
881,2b0a1fa8eba8,13,22,8,10
882,2b0a1fa8eba8,14,23,7,8
883,2b0a1fa8eba8,17,21,7,10
884,2b0a1fa8eba8,19,22,7,9
885,2b0a1fa8eba8,21,20,7,11
886,2b0a1fa8eba8,22,20,6,10
887,2b0a1fa8eba8,23,20,6,10
888,2b0a1fa8eba8,24,21,7,10
889,2b0a1fa8eba8,25,21,7,10
890,2b0a1fa8eba8,26,21,6,9
891,2b8d87addea9,1,23,1,2
892,2b8d87addea9,2,0,9,9
893,2b8d87addea9,3,4,8,4
894,2b8d87addea9,4,1,5,4
895,2b8d87addea9,5,23,6,7
896,2b8d87addea9,6,23,7,8
897,2b8d87addea9,8,23,7,8
898,2b8d87addea9,9,0,9,9
899,2b8d87addea9,10,23,8,9
900,2b8d87addea9,11,0,7,7
901,2b8d87addea9,12,22,7,9
902,2b8d87addea9,13,23,7,8
903,2b8d87addea9,14,23,7,8
904,2b8d87addea9,15,23,7,8
905,2b8d87addea9,17,0,9,9
906,2b8d87addea9,18,4,9,5
907,2b8d87addea9,19,23,7,8
908,2b8d87addea9,20,23,2,3
909,2b8d87addea9,21,23,8,9
910,2b8d87addea9,22,0,8,8
911,2b8d87addea9,23,9,12,3
912,2b8d87addea9,24,21,6,9
913,2b8d87addea9,25,23,6,7
914,2b8d87addea9,26,23,7,8
915,2b8d87addea9,27,0,9,9
916,2b8d87addea9,28,1,5,4
917,2b8d87addea9,29,1,9,8
918,2b8d87addea9,30,1,9,8
919,2b8d87addea9,31,0,4,4
920,2b8d87addea9,32,23,3,4
921,2cd2340ca14d,1,3,7,4
922,2cd2340ca14d,3,3,14,11
923,2cd2340ca14d,4,6,13,7
924,2cd2340ca14d,5,5,15,10
925,2cd2340ca14d,6,11,16,5
926,2cd2340ca14d,7,4,13,9
927,2cd2340ca14d,8,5,13,8
928,2cd2340ca14d,9,6,14,8
929,2cd2340ca14d,10,6,13,7
930,2cd2340ca14d,13,2,13,11
931,2cd2340ca14d,14,5,9,4
932,2e9ced2c7976,1,22,8,10
933,2e9ced2c7976,2,2,9,7
934,2e9ced2c7976,3,0,9,9
935,2e9ced2c7976,4,22,8,10
936,2e9ced2c7976,5,1,8,7
937,2e9ced2c7976,6,21,6,9
938,2e9ced2c7976,7,0,7,7
939,2e9ced2c7976,8,0,8,8
940,2e9ced2c7976,10,23,8,9
941,2e9ced2c7976,11,23,8,9
942,2e9ced2c7976,12,22,6,8
943,2e9ced2c7976,14,1,7,6
944,2f7504d0f426,1,20,6,10
945,2f7504d0f426,2,21,6,9
946,2f7504d0f426,3,21,6,9
947,2f7504d0f426,4,22,6,8
948,2f7504d0f426,5,23,8,9
949,2f7504d0f426,6,21,6,9
950,2f7504d0f426,7,21,6,9
951,2f7504d0f426,8,21,7,10
952,2f7504d0f426,9,21,6,9
953,2f7504d0f426,10,20,6,10
954,2f7504d0f426,11,23,6,7
955,2f7504d0f426,12,19,8,13
956,2f7504d0f426,13,21,7,10
957,2f7504d0f426,14,21,4,7
958,2f7504d0f426,15,20,6,10
959,2f7504d0f426,17,21,6,9
960,2f7504d0f426,18,23,6,7
961,2f7504d0f426,19,21,6,9
962,2fbbee1a38e3,1,21,6,9
963,2fbbee1a38e3,2,21,7,10
964,2fbbee1a38e3,3,21,7,10
965,2fbbee1a38e3,4,23,8,9
966,2fbbee1a38e3,5,22,7,9
967,2fbbee1a38e3,6,22,8,10
968,2fbbee1a38e3,7,22,7,9
969,2fbbee1a38e3,8,22,8,10
970,2fbbee1a38e3,9,22,7,9
971,2fbbee1a38e3,10,21,7,10
972,2fbbee1a38e3,11,23,8,9
973,2fbbee1a38e3,12,22,7,9
974,2fbbee1a38e3,13,21,7,10
975,2fbbee1a38e3,14,22,6,8
976,2fbbee1a38e3,15,22,7,9
977,2fbbee1a38e3,16,21,7,10
978,2fbbee1a38e3,17,21,7,10
979,2fbbee1a38e3,19,21,6,9
980,2fbbee1a38e3,20,21,7,10
981,2fbbee1a38e3,21,22,6,8
982,2fbbee1a38e3,22,22,7,9
983,31011ade7c0a,1,21,6,9
984,31011ade7c0a,2,20,6,10
985,31011ade7c0a,3,22,8,10
986,31011ade7c0a,4,21,7,10
987,31011ade7c0a,5,22,6,8
988,31011ade7c0a,6,20,7,11
989,31011ade7c0a,7,21,7,10
990,31011ade7c0a,8,21,7,10
991,31011ade7c0a,9,22,8,10
992,31011ade7c0a,10,22,7,9
993,31011ade7c0a,11,21,8,11
994,3318a0e3ed6f,2,21,6,9
995,3318a0e3ed6f,3,18,6,12
996,3318a0e3ed6f,4,20,6,10
997,3318a0e3ed6f,5,20,5,9
998,3318a0e3ed6f,6,20,6,10
999,3318a0e3ed6f,7,21,6,9
1000,3318a0e3ed6f,8,21,5,8
1001,3318a0e3ed6f,10,20,6,10
1002,3318a0e3ed6f,11,20,6,10
1003,3318a0e3ed6f,12,20,6,10
1004,3318a0e3ed6f,13,20,5,9
1005,3318a0e3ed6f,14,20,5,9
1006,3318a0e3ed6f,15,19,6,11
1007,3318a0e3ed6f,16,21,7,10
1008,3318a0e3ed6f,17,21,6,9
1009,3318a0e3ed6f,18,20,7,11
1010,3318a0e3ed6f,19,20,6,10
1011,3318a0e3ed6f,20,20,6,10
1012,3318a0e3ed6f,21,20,5,9
1013,3318a0e3ed6f,22,20,5,9
1014,3318a0e3ed6f,23,20,6,10
1015,3318a0e3ed6f,24,20,5,9
1016,3318a0e3ed6f,25,20,6,10
1017,3318a0e3ed6f,27,20,6,10
1018,3318a0e3ed6f,28,20,6,10
1019,3318a0e3ed6f,29,21,6,9
1020,3318a0e3ed6f,30,20,5,9
1021,3318a0e3ed6f,31,20,6,10
1022,3318a0e3ed6f,32,20,7,11
1023,3318a0e3ed6f,33,20,6,10
1024,3318a0e3ed6f,34,20,5,9
1025,3318a0e3ed6f,35,21,6,9
1026,33ceeba8918a,1,20,5,9
1027,33ceeba8918a,2,19,5,10
1028,33ceeba8918a,3,19,5,10
1029,33ceeba8918a,4,20,6,10
1030,33ceeba8918a,5,20,6,10
1031,33ceeba8918a,6,20,6,10
1032,33ceeba8918a,7,21,7,10
1033,33ceeba8918a,8,20,6,10
1034,33ceeba8918a,9,20,6,10
1035,33ceeba8918a,10,20,6,10
1036,33ceeba8918a,11,21,6,9
1037,33ceeba8918a,12,22,7,9
1038,33ceeba8918a,13,20,6,10
1039,33ceeba8918a,14,20,6,10
1040,33ceeba8918a,15,20,6,10
1041,33ceeba8918a,18,20,6,10
1042,33ceeba8918a,20,21,6,9
1043,33ceeba8918a,21,21,5,8
1044,33ceeba8918a,22,20,6,10
1045,33ceeba8918a,23,19,6,11
1046,33ceeba8918a,24,20,6,10
1047,3452b878e596,1,0,9,9
1048,3452b878e596,2,2,7,5
1049,3452b878e596,3,23,6,7
1050,3452b878e596,4,22,6,8
1051,3452b878e596,5,23,7,8
1052,3452b878e596,6,0,8,8
1053,3452b878e596,7,22,8,10
1054,3452b878e596,8,21,2,5
1055,3452b878e596,9,21,1,4
1056,3452b878e596,10,23,6,7
1057,3452b878e596,11,23,7,8
1058,3452b878e596,12,23,7,8
1059,3452b878e596,13,20,7,11
1060,3452b878e596,14,22,5,7
1061,3452b878e596,15,23,7,8
1062,3452b878e596,16,23,7,8
1063,3452b878e596,17,0,6,6
1064,3452b878e596,18,22,6,8
1065,3452b878e596,19,0,9,9
1066,3452b878e596,20,23,8,9
1067,3452b878e596,21,23,7,8
1068,3452b878e596,22,2,9,7
1069,3452b878e596,23,23,7,8
1070,3452b878e596,24,22,7,9
1071,3452b878e596,25,22,6,8
1072,3452b878e596,26,4,8,4
1073,3452b878e596,27,2,9,7
1074,3452b878e596,28,23,7,8
1075,3452b878e596,29,23,7,8
1076,3452b878e596,30,22,7,9
1077,3452b878e596,31,23,6,7
1078,349c5562ee2c,1,22,5,7
1079,349c5562ee2c,2,22,3,5
1080,35826366dfc7,1,22,5,7
1081,35826366dfc7,2,21,2,5
1082,35826366dfc7,3,23,8,9
1083,35826366dfc7,4,3,9,6
1084,35826366dfc7,5,23,6,7
1085,35826366dfc7,6,22,6,8
1086,35826366dfc7,7,22,7,9
1087,35826366dfc7,8,22,7,9
1088,35826366dfc7,9,22,7,9
1089,35826366dfc7,10,23,10,11
1090,35826366dfc7,11,1,8,7
1091,35826366dfc7,13,22,6,8
1092,35826366dfc7,14,23,7,8
1093,361366da569e,1,22,7,9
1094,361366da569e,2,22,8,10
1095,361366da569e,3,23,8,9
1096,361366da569e,4,21,7,10
1097,361366da569e,5,21,7,10
1098,361366da569e,7,22,7,9
1099,361366da569e,8,21,7,10
1100,361366da569e,9,21,6,9
1101,361366da569e,10,22,7,9
1102,361366da569e,11,21,7,10
1103,361366da569e,12,21,6,9
1104,361366da569e,13,21,7,10
1105,361366da569e,14,21,6,9
1106,361366da569e,15,21,7,10
1107,361366da569e,16,1,7,6
1108,361366da569e,18,21,7,10
1109,361366da569e,19,21,7,10
1110,361366da569e,20,21,7,10
1111,3664fe9233f9,1,22,6,8
1112,3664fe9233f9,2,21,6,9
1113,3664fe9233f9,3,22,6,8
1114,3664fe9233f9,4,2,6,4
1115,3664fe9233f9,5,23,8,9
1116,3664fe9233f9,6,22,7,9
1117,3664fe9233f9,7,22,6,8
1118,3664fe9233f9,8,21,6,9
1119,3664fe9233f9,9,20,6,10
1120,3664fe9233f9,10,21,6,9
1121,3664fe9233f9,11,21,6,9
1122,3664fe9233f9,12,0,8,8
1123,3664fe9233f9,13,23,8,9
1124,3664fe9233f9,14,3,6,3
1125,3664fe9233f9,15,20,6,10
1126,3664fe9233f9,16,21,6,9
1127,3664fe9233f9,17,21,6,9
1128,3664fe9233f9,18,22,7,9
1129,3664fe9233f9,19,5,11,6
1130,3664fe9233f9,20,0,8,8
1131,3664fe9233f9,21,2,10,8
1132,3664fe9233f9,22,1,9,8
1133,3665c86afaf5,1,2,8,6
1134,3665c86afaf5,2,0,7,7
1135,3665c86afaf5,3,23,9,10
1136,3665c86afaf5,4,2,8,6
1137,3665c86afaf5,5,1,12,11
1138,3665c86afaf5,6,0,9,9
1139,3665c86afaf5,7,22,11,13
1140,3665c86afaf5,10,23,10,11
1141,3665c86afaf5,11,0,9,9
1142,3665c86afaf5,12,0,10,10
1143,3665c86afaf5,13,3,9,6
1144,3665c86afaf5,14,23,9,10
1145,3665c86afaf5,15,23,10,11
1146,3665c86afaf5,16,23,9,10
1147,3665c86afaf5,17,0,10,10
1148,3665c86afaf5,18,1,10,9
1149,3665c86afaf5,19,2,12,10
1150,3665c86afaf5,20,0,10,10
1151,3a9a9dc2cbd9,1,23,7,8
1152,3a9a9dc2cbd9,6,21,7,10
1153,3aceb17ef7bd,1,0,7,7
1154,3aceb17ef7bd,2,23,7,8
1155,3aceb17ef7bd,3,22,6,8
1156,3aceb17ef7bd,4,22,6,8
1157,3aceb17ef7bd,5,22,6,8
1158,3aceb17ef7bd,6,23,7,8
1159,3aceb17ef7bd,7,21,4,7
1160,3aceb17ef7bd,8,23,6,7
1161,3aceb17ef7bd,9,23,8,9
1162,3aceb17ef7bd,10,22,8,10
1163,3aceb17ef7bd,11,23,7,8
1164,3aceb17ef7bd,12,22,1,3
1165,3aceb17ef7bd,13,23,5,6
1166,3aceb17ef7bd,14,0,7,7
1167,3aceb17ef7bd,15,22,4,6
1168,3aceb17ef7bd,16,22,7,9
1169,3aceb17ef7bd,18,23,8,9
1170,3aceb17ef7bd,19,23,7,8
1171,3aceb17ef7bd,20,0,7,7
1172,3aceb17ef7bd,21,23,8,9
1173,3aceb17ef7bd,22,22,7,9
1174,3aceb17ef7bd,23,23,7,8
1175,3aceb17ef7bd,24,23,8,9
1176,3aceb17ef7bd,25,22,7,9
1177,3aceb17ef7bd,29,21,5,8
1178,3aceb17ef7bd,30,22,8,10
1179,3aceb17ef7bd,31,21,7,10
1180,3aceb17ef7bd,32,22,5,7
1181,3aceb17ef7bd,33,23,6,7
1182,3aceb17ef7bd,34,23,6,7
1183,3be1545083b7,1,21,7,10
1184,3be1545083b7,2,22,7,9
1185,3be1545083b7,6,21,7,10
1186,3be1545083b7,7,21,7,10
1187,3be1545083b7,8,21,7,10
1188,3be1545083b7,9,22,6,8
1189,3be1545083b7,10,20,6,10
1190,3be1545083b7,11,23,8,9
1191,3be1545083b7,12,20,7,11
1192,3be1545083b7,13,22,7,9
1193,3be1545083b7,14,21,6,9
1194,3be1545083b7,15,14,7,17
1195,3be1545083b7,16,22,7,9
1196,3be1545083b7,17,22,8,10
1197,3be1545083b7,18,23,8,9
1198,3be1545083b7,19,20,6,10
1199,3be1545083b7,20,22,7,9
1200,3be1545083b7,21,22,7,9
1201,3be1545083b7,22,21,7,10
1202,3be1545083b7,23,22,10,12
1203,3be2f86c3e45,1,20,6,10
1204,3be2f86c3e45,3,21,8,11
1205,3be2f86c3e45,10,0,10,10
1206,3be2f86c3e45,17,21,8,11
1207,3c336d6ba566,1,21,7,10
1208,3c336d6ba566,2,0,7,7
1209,3c336d6ba566,3,22,10,12
1210,3c336d6ba566,4,0,7,7
1211,3c336d6ba566,5,23,9,10
1212,3c336d6ba566,7,22,7,9
1213,3c336d6ba566,8,22,7,9
1214,3c336d6ba566,10,1,9,8
1215,3c336d6ba566,12,0,6,6
1216,3c336d6ba566,14,23,7,8
1217,3c336d6ba566,15,22,7,9
1218,3c336d6ba566,21,22,10,12
1219,3c336d6ba566,22,6,12,6
1220,3d53bfea61d6,1,21,6,9
1221,3d53bfea61d6,2,22,6,8
1222,3d53bfea61d6,3,0,7,7
1223,3d53bfea61d6,4,0,6,6
1224,3d53bfea61d6,5,1,7,6
1225,3d53bfea61d6,6,22,8,10
1226,3d53bfea61d6,7,0,8,8
1227,3d53bfea61d6,8,23,8,9
1228,3d53bfea61d6,9,2,6,4
1229,3d53bfea61d6,10,21,8,11
1230,3d53bfea61d6,11,22,6,8
1231,3d53bfea61d6,12,21,6,9
1232,3d53bfea61d6,13,22,6,8
1233,3d53bfea61d6,14,22,6,8
1234,3d53bfea61d6,17,21,7,10
1235,3d53bfea61d6,18,21,6,9
1236,3d53bfea61d6,19,21,2,5
1237,3d53bfea61d6,20,21,6,9
1238,3d53bfea61d6,22,21,6,9
1239,3d53bfea61d6,23,22,6,8
1240,3df0da2e5966,1,20,5,9
1241,3df0da2e5966,2,23,7,8
1242,3df0da2e5966,3,19,6,11
1243,3df0da2e5966,4,19,6,11
1244,3df0da2e5966,5,19,6,11
1245,3df0da2e5966,7,21,6,9
1246,3df0da2e5966,8,21,6,9
1247,3df0da2e5966,9,21,6,9
1248,3df0da2e5966,10,20,6,10
1249,3df0da2e5966,12,19,6,11
1250,3df0da2e5966,16,0,6,6
1251,405df1b41f9f,1,0,8,8
1252,405df1b41f9f,2,0,10,10
1253,405df1b41f9f,3,1,8,7
1254,40dce6018935,1,22,6,8
1255,40dce6018935,2,23,10,11
1256,40dce6018935,3,0,9,9
1257,40dce6018935,4,0,10,10
1258,40dce6018935,5,23,6,7
1259,40dce6018935,6,23,6,7
1260,40dce6018935,9,23,10,11
1261,40dce6018935,10,2,10,8
1262,40dce6018935,11,22,6,8
1263,40dce6018935,12,22,6,8
1264,40dce6018935,13,23,6,7
1265,40dce6018935,14,23,6,7
1266,40dce6018935,15,0,6,6
1267,40dce6018935,16,22,10,12
1268,40dce6018935,17,2,9,7
1269,40dce6018935,18,5,8,3
1270,40dce6018935,19,0,6,6
1271,40dce6018935,20,0,6,6
1272,40dce6018935,21,23,6,7
1273,40dce6018935,22,22,6,8
1274,40dce6018935,23,22,7,9
1275,416354edd92a,1,0,8,8
1276,416354edd92a,6,21,6,9
1277,416354edd92a,7,23,8,9
1278,416354edd92a,8,23,8,9
1279,416354edd92a,9,18,6,12
1280,416354edd92a,10,22,7,9
1281,416354edd92a,12,21,6,9
1282,416354edd92a,14,22,6,8
1283,416354edd92a,15,23,7,8
1284,416354edd92a,16,22,6,8
1285,416354edd92a,17,22,7,9
1286,416354edd92a,18,21,6,9
1287,416354edd92a,19,21,6,9
1288,416354edd92a,21,22,6,8
1289,416354edd92a,22,23,9,10
1290,416354edd92a,23,0,8,8
1291,416354edd92a,24,22,6,8
1292,416354edd92a,25,22,7,9
1293,416354edd92a,26,22,7,9
1294,416354edd92a,27,22,7,9
1295,416354edd92a,28,22,7,9
1296,416354edd92a,29,22,7,9
1297,416354edd92a,30,22,6,8
1298,416354edd92a,31,21,6,9
1299,416354edd92a,32,22,6,8
1300,416354edd92a,33,22,7,9
1301,416354edd92a,34,0,8,8
1302,416354edd92a,35,23,5,6
1303,449766346eb1,1,22,10,12
1304,449766346eb1,2,23,8,9
1305,449766346eb1,3,3,13,10
1306,449766346eb1,4,8,11,3
1307,449766346eb1,5,2,6,4
1308,449766346eb1,6,1,6,5
1309,449766346eb1,7,0,6,6
1310,449766346eb1,8,23,12,13
1311,449766346eb1,9,1,8,7
1312,449766346eb1,10,2,6,4
1313,449766346eb1,11,0,11,11
1314,449766346eb1,13,0,6,6
1315,449766346eb1,14,1,6,5
1316,449766346eb1,15,23,11,12
1317,449766346eb1,16,22,8,10
1318,449766346eb1,17,1,6,5
1319,449766346eb1,18,3,6,3
1320,449766346eb1,19,0,6,6
1321,449766346eb1,20,23,6,7
1322,449766346eb1,21,0,8,8
1323,449766346eb1,22,4,9,5
1324,449766346eb1,23,21,8,11
1325,44a41bba1ee7,1,2,11,9
1326,44a41bba1ee7,2,0,9,9
1327,44a41bba1ee7,4,3,12,9
1328,44a41bba1ee7,5,6,11,5
1329,44a41bba1ee7,6,6,12,6
1330,44a41bba1ee7,7,2,9,7
1331,44a41bba1ee7,8,2,10,8
1332,44a41bba1ee7,9,3,13,10
1333,44a41bba1ee7,12,19,6,11
1334,44a41bba1ee7,13,0,8,8
1335,44a41bba1ee7,15,19,6,11
1336,44d8c02b369e,2,0,11,11
1337,44d8c02b369e,12,1,8,7
1338,44d8c02b369e,13,3,8,5
1339,44d8c02b369e,15,0,8,8
1340,44d8c02b369e,16,3,8,5
1341,44d8c02b369e,17,0,8,8
1342,44d8c02b369e,18,0,9,9
1343,44d8c02b369e,19,23,9,10
1344,44d8c02b369e,20,1,10,9
1345,44d8c02b369e,21,3,10,7
1346,44d8c02b369e,22,3,9,6
1347,44d8c02b369e,23,5,10,5
1348,44d8c02b369e,24,0,10,10
1349,4743bdde25df,2,23,7,8
1350,4743bdde25df,3,23,7,8
1351,4743bdde25df,4,1,6,5
1352,4743bdde25df,5,22,8,10
1353,4743bdde25df,6,0,8,8
1354,4743bdde25df,7,0,5,5
1355,4743bdde25df,8,2,9,7
1356,4743bdde25df,9,1,8,7
1357,4743bdde25df,10,3,8,5
1358,4743bdde25df,11,2,9,7
1359,4743bdde25df,12,1,11,10
1360,4743bdde25df,13,1,9,8
1361,4743bdde25df,15,1,7,6
1362,4743bdde25df,16,22,7,9
1363,4743bdde25df,17,3,10,7
1364,4743bdde25df,18,0,7,7
1365,4743bdde25df,19,2,13,11
1366,4743bdde25df,20,3,12,9
1367,4743bdde25df,21,4,7,3
1368,4743bdde25df,22,22,4,6
1369,4743bdde25df,23,23,5,6
1370,483d6545417f,1,21,5,8
1371,483d6545417f,2,22,6,8
1372,483d6545417f,3,20,6,10
1373,483d6545417f,4,21,6,9
1374,483d6545417f,5,21,6,9
1375,483d6545417f,6,21,6,9
1376,483d6545417f,7,21,6,9
1377,483d6545417f,8,22,6,8
1378,483d6545417f,9,21,6,9
1379,483d6545417f,10,21,6,9
1380,483d6545417f,11,22,9,11
1381,483d6545417f,12,22,7,9
1382,483d6545417f,13,22,7,9
1383,483d6545417f,14,22,0,2
1384,483d6545417f,15,21,6,9
1385,483d6545417f,16,21,6,9
1386,483d6545417f,17,21,1,4
1387,4a31811f3558,2,20,6,10
1388,4a31811f3558,3,20,6,10
1389,4a31811f3558,4,21,6,9
1390,4a31811f3558,5,21,7,10
1391,4a31811f3558,6,20,7,11
1392,4a31811f3558,7,19,6,11
1393,4a31811f3558,9,21,5,8
1394,4a31811f3558,10,20,7,11
1395,4a31811f3558,11,22,3,5
1396,4a31811f3558,12,21,7,10
1397,4a31811f3558,13,21,6,9
1398,4a31811f3558,14,21,7,10
1399,4a31811f3558,15,22,7,9
1400,4a31811f3558,16,1,7,6
1401,4a31811f3558,17,21,6,9
1402,4a31811f3558,18,22,7,9
1403,4a31811f3558,19,22,6,8
1404,4a31811f3558,20,20,7,11
1405,4a31811f3558,21,21,6,9
1406,4a31811f3558,22,21,3,6
1407,4a31811f3558,23,21,6,9
1408,4a31811f3558,24,20,6,10
1409,4a31811f3558,25,21,6,9
1410,4a31811f3558,26,23,6,7
1411,4a31811f3558,27,21,7,10
1412,4a31811f3558,28,21,6,9
1413,4a31811f3558,29,20,6,10
1414,4a31811f3558,30,0,6,6
1415,4ab54be1a403,1,1,10,9
1416,4ab54be1a403,2,0,8,8
1417,4ab54be1a403,3,0,8,8
1418,4ab54be1a403,4,3,9,6
1419,4ab54be1a403,5,23,10,11
1420,4ab54be1a403,6,1,5,4
1421,4ab54be1a403,7,22,10,12
1422,4ab54be1a403,8,0,5,5
1423,4ab54be1a403,9,22,10,12
1424,4ab54be1a403,10,2,8,6
1425,4ab54be1a403,11,2,11,9
1426,4ab54be1a403,12,3,10,7
1427,4ab54be1a403,13,0,12,12
1428,4ab54be1a403,14,1,10,9
1429,4ab54be1a403,15,5,9,4
1430,4ab54be1a403,16,4,12,8
1431,4ab54be1a403,17,7,12,5
1432,4ab54be1a403,18,2,9,7
1433,4ab54be1a403,19,1,6,5
1434,4ab54be1a403,20,3,8,5
1435,4ab54be1a403,22,1,7,6
1436,4ab54be1a403,23,23,7,8
1437,4ab54be1a403,24,0,11,11
1438,4ac356361be9,1,18,6,12
1439,4ac356361be9,2,0,6,6
1440,4ac356361be9,3,21,6,9
1441,4ac356361be9,4,23,4,5
1442,4ac356361be9,5,18,6,12
1443,4ac356361be9,6,22,5,7
1444,4ac356361be9,7,20,6,10
1445,4ac356361be9,8,22,7,9
1446,4ac356361be9,9,21,6,9
1447,4ac356361be9,10,18,6,12
1448,4ac356361be9,11,1,7,6
1449,4ac356361be9,12,19,6,11
1450,4ac356361be9,13,18,4,10
1451,4ac356361be9,16,23,5,6
1452,4ac356361be9,17,22,5,7
1453,4ac356361be9,18,18,6,12
